Timestamp,Id,PredictedValue,Status,ForecastTime
2026-05-08 14:56:20,P1,43.26016616821289,OK,2026-05-08 15:00:00
2026-05-08 14:56:20,P2,42.16167831420898,OK,2026-05-08 15:00:00
2026-05-08 14:56:20,P3,42.31465530395508,OK,2026-05-08 15:00:00
2026-05-08 14:56:20,P4,42.25102996826172,OK,2026-05-08 15:00:00
2026-05-08 14:56:20,P5,38.61832046508789,OK,2026-05-08 15:00:00
2026-05-08 14:56:20,P6,41.75316619873047,OK,2026-05-08 15:00:00
2026-05-08 14:57:46,P1,47.0,OK,2026-05-08 14:57:46
2026-05-08 14:57:46,P2,39.1,OK,2026-05-08 14:57:46
2026-05-08 14:57:46,P3,41.0,OK,2026-05-08 14:57:46
2026-05-08 14:57:46,P4,39.8,OK,2026-05-08 14:57:46
2026-05-08 14:57:46,P5,38.7,OK,2026-05-08 14:57:46
2026-05-08 14:57:46,P6,39.4,OK,2026-05-08 14:57:46
2026-05-08 14:58:30,P1,43.13435363769531,OK,2026-05-08 15:02:00
2026-05-08 14:58:30,P2,41.96405029296875,OK,2026-05-08 15:02:00
2026-05-08 14:58:30,P3,42.13237380981445,OK,2026-05-08 15:02:00
2026-05-08 14:58:30,P4,42.106590270996094,OK,2026-05-08 15:02:00
2026-05-08 14:58:30,P5,38.4432258605957,OK,2026-05-08 15:02:00
2026-05-08 14:58:30,P6,41.61711502075195,OK,2026-05-08 15:02:00
2026-05-08 15:10:01,P1,43.7,OK,2026-05-08 15:10:01
2026-05-08 15:10:01,P2,36.6,OK,2026-05-08 15:10:01
2026-05-08 15:10:01,P3,39.4,OK,2026-05-08 15:10:01
2026-05-08 15:10:01,P4,37.6,OK,2026-05-08 15:10:01
2026-05-08 15:10:01,P5,35.4,OK,2026-05-08 15:10:01
2026-05-08 15:10:01,P6,36.8,OK,2026-05-08 15:10:01
2026-05-08 15:10:43,P1,41.30693817138672,OK,2026-05-08 15:15:00
2026-05-08 15:10:43,P2,40.815574645996094,OK,2026-05-08 15:15:00
2026-05-08 15:10:43,P3,40.9588508605957,OK,2026-05-08 15:15:00
2026-05-08 15:10:43,P4,41.238162994384766,OK,2026-05-08 15:15:00
2026-05-08 15:10:43,P5,36.87559127807617,OK,2026-05-08 15:15:00
2026-05-08 15:10:43,P6,40.84867858886719,OK,2026-05-08 15:15:00
2026-05-08 15:15:45,P1,44.1,OK,2026-05-08 15:15:45
2026-05-08 15:15:45,P2,36.4,OK,2026-05-08 15:15:45
2026-05-08 15:15:45,P3,37.8,OK,2026-05-08 15:15:45
2026-05-08 15:15:45,P4,36.9,OK,2026-05-08 15:15:45
2026-05-08 15:15:45,P5,35.3,OK,2026-05-08 15:15:45
2026-05-08 15:15:45,P6,36.9,OK,2026-05-08 15:15:45
2026-05-08 15:16:25,P1,41.87246322631836,OK,2026-05-08 15:20:00
2026-05-08 15:16:25,P2,41.054718017578125,OK,2026-05-08 15:20:00
2026-05-08 15:16:25,P3,41.09194946289063,OK,2026-05-08 15:20:00
2026-05-08 15:16:25,P4,41.11164093017578,OK,2026-05-08 15:20:00
2026-05-08 15:16:25,P5,37.13273239135742,OK,2026-05-08 15:20:00
2026-05-08 15:16:25,P6,40.800289154052734,OK,2026-05-08 15:20:00
2026-05-08 15:21:26,P1,44.1,OK,2026-05-08 15:21:26
2026-05-08 15:21:26,P2,36.4,OK,2026-05-08 15:21:26
2026-05-08 15:21:26,P3,37.8,OK,2026-05-08 15:21:26
2026-05-08 15:21:26,P4,36.9,OK,2026-05-08 15:21:26
2026-05-08 15:21:26,P5,35.3,OK,2026-05-08 15:21:26
2026-05-08 15:21:26,P6,36.9,OK,2026-05-08 15:21:26
2026-05-08 15:22:09,P1,40.5272331237793,OK,2026-05-08 15:26:00
2026-05-08 15:22:09,P2,40.00841522216797,OK,2026-05-08 15:26:00
2026-05-08 15:22:09,P3,40.44947052001953,OK,2026-05-08 15:26:00
2026-05-08 15:22:09,P4,40.51336669921875,OK,2026-05-08 15:26:00
2026-05-08 15:22:09,P5,36.10967254638672,OK,2026-05-08 15:26:00
2026-05-08 15:22:09,P6,40.22666931152344,OK,2026-05-08 15:26:00
2026-05-08 15:27:10,P1,44.1,OK,2026-05-08 15:27:10
2026-05-08 15:27:10,P2,36.4,OK,2026-05-08 15:27:10
2026-05-08 15:27:10,P3,37.8,OK,2026-05-08 15:27:10
2026-05-08 15:27:10,P4,36.9,OK,2026-05-08 15:27:10
2026-05-08 15:27:10,P5,35.3,OK,2026-05-08 15:27:10
2026-05-08 15:27:10,P6,36.9,OK,2026-05-08 15:27:10
2026-05-08 15:27:53,P1,39.985958099365234,OK,2026-05-08 15:32:00
2026-05-08 15:27:53,P2,39.7109375,OK,2026-05-08 15:32:00
2026-05-08 15:27:53,P3,39.9427604675293,OK,2026-05-08 15:32:00
2026-05-08 15:27:53,P4,39.680419921875,OK,2026-05-08 15:32:00
2026-05-08 15:27:53,P5,35.576499938964844,OK,2026-05-08 15:32:00
2026-05-08 15:27:53,P6,39.61091613769531,OK,2026-05-08 15:32:00
2026-05-08 15:32:54,P1,44.1,OK,2026-05-08 15:32:54
2026-05-08 15:32:54,P2,36.4,OK,2026-05-08 15:32:54
2026-05-08 15:32:54,P3,37.8,OK,2026-05-08 15:32:54
2026-05-08 15:32:54,P4,36.9,OK,2026-05-08 15:32:54
2026-05-08 15:32:54,P5,35.3,OK,2026-05-08 15:32:54
2026-05-08 15:32:54,P6,36.9,OK,2026-05-08 15:32:54
2026-05-08 15:33:35,P1,39.609134674072266,OK,2026-05-08 15:37:00
2026-05-08 15:33:35,P2,39.60822677612305,OK,2026-05-08 15:37:00
2026-05-08 15:33:35,P3,39.692901611328125,OK,2026-05-08 15:37:00
2026-05-08 15:33:35,P4,39.29173278808594,OK,2026-05-08 15:37:00
2026-05-08 15:33:35,P5,35.2974739074707,OK,2026-05-08 15:37:00
2026-05-08 15:33:35,P6,39.37164306640625,OK,2026-05-08 15:37:00
2026-05-08 15:38:37,P1,44.1,OK,2026-05-08 15:38:37
2026-05-08 15:38:37,P2,36.4,OK,2026-05-08 15:38:37
2026-05-08 15:38:37,P3,37.8,OK,2026-05-08 15:38:37
2026-05-08 15:38:37,P4,36.9,OK,2026-05-08 15:38:37
2026-05-08 15:38:37,P5,35.3,OK,2026-05-08 15:38:37
2026-05-08 15:38:37,P6,36.9,OK,2026-05-08 15:38:37
2026-05-08 15:39:17,P1,39.5764045715332,OK,2026-05-08 15:43:00
2026-05-08 15:39:17,P2,39.66862869262695,OK,2026-05-08 15:43:00
2026-05-08 15:39:17,P3,39.68705368041992,OK,2026-05-08 15:43:00
2026-05-08 15:39:17,P4,39.250736236572266,OK,2026-05-08 15:43:00
2026-05-08 15:39:17,P5,35.29917526245117,OK,2026-05-08 15:43:00
2026-05-08 15:39:17,P6,39.38436508178711,OK,2026-05-08 15:43:00
2026-05-08 15:44:19,P1,44.1,OK,2026-05-08 15:44:19
2026-05-08 15:44:19,P2,36.4,OK,2026-05-08 15:44:19
2026-05-08 15:44:19,P3,37.8,OK,2026-05-08 15:44:19
2026-05-08 15:44:19,P4,36.9,OK,2026-05-08 15:44:19
2026-05-08 15:44:19,P5,35.3,OK,2026-05-08 15:44:19
2026-05-08 15:44:19,P6,36.9,OK,2026-05-08 15:44:19
2026-05-08 15:45:01,P1,39.44569778442383,OK,2026-05-08 15:49:00
2026-05-08 15:45:01,P2,39.654762268066406,OK,2026-05-08 15:49:00
2026-05-08 15:45:01,P3,39.61555099487305,OK,2026-05-08 15:49:00
2026-05-08 15:45:01,P4,39.14589309692383,OK,2026-05-08 15:49:00
2026-05-08 15:45:01,P5,35.205345153808594,OK,2026-05-08 15:49:00
2026-05-08 15:45:01,P6,39.31682968139648,OK,2026-05-08 15:49:00
2026-05-08 15:50:02,P1,44.1,OK,2026-05-08 15:50:02
2026-05-08 15:50:02,P2,36.4,OK,2026-05-08 15:50:02
2026-05-08 15:50:02,P3,37.8,OK,2026-05-08 15:50:02
2026-05-08 15:50:02,P4,36.9,OK,2026-05-08 15:50:02
2026-05-08 15:50:02,P5,35.3,OK,2026-05-08 15:50:02
2026-05-08 15:50:02,P6,36.9,OK,2026-05-08 15:50:02
2026-05-08 15:50:43,P1,39.112083435058594,OK,2026-05-08 15:55:00
2026-05-08 15:50:43,P2,39.35755157470703,OK,2026-05-08 15:55:00
2026-05-08 15:50:43,P3,39.372535705566406,OK,2026-05-08 15:55:00
2026-05-08 15:50:43,P4,39.01364135742188,OK,2026-05-08 15:55:00
2026-05-08 15:50:43,P5,34.961727142333984,OK,2026-05-08 15:55:00
2026-05-08 15:50:43,P6,39.1588020324707,OK,2026-05-08 15:55:00
2026-05-08 15:55:44,P1,44.1,OK,2026-05-08 15:55:44
2026-05-08 15:55:44,P2,36.4,OK,2026-05-08 15:55:44
2026-05-08 15:55:44,P3,37.8,OK,2026-05-08 15:55:44
2026-05-08 15:55:44,P4,36.9,OK,2026-05-08 15:55:44
2026-05-08 15:55:44,P5,35.3,OK,2026-05-08 15:55:44
2026-05-08 15:55:44,P6,36.9,OK,2026-05-08 15:55:44
2026-05-08 15:56:24,P1,39.058067321777344,OK,2026-05-08 16:00:00
2026-05-08 15:56:24,P2,39.305908203125,OK,2026-05-08 16:00:00
2026-05-08 15:56:24,P3,39.35188293457031,OK,2026-05-08 16:00:00
2026-05-08 15:56:24,P4,39.09493637084961,OK,2026-05-08 16:00:00
2026-05-08 15:56:24,P5,34.93303680419922,OK,2026-05-08 16:00:00
2026-05-08 15:56:24,P6,39.170291900634766,OK,2026-05-08 16:00:00
2026-05-08 16:01:27,P1,44.1,OK,2026-05-08 16:01:27
2026-05-08 16:01:27,P2,36.4,OK,2026-05-08 16:01:27
2026-05-08 16:01:27,P3,37.8,OK,2026-05-08 16:01:27
2026-05-08 16:01:27,P4,36.9,OK,2026-05-08 16:01:27
2026-05-08 16:01:27,P5,35.3,OK,2026-05-08 16:01:27
2026-05-08 16:01:27,P6,36.9,OK,2026-05-08 16:01:27
2026-05-08 16:02:05,P1,39.24306106567383,OK,2026-05-08 16:06:00
2026-05-08 16:02:05,P2,39.4536361694336,OK,2026-05-08 16:06:00
2026-05-08 16:02:05,P3,39.474029541015625,OK,2026-05-08 16:06:00
2026-05-08 16:02:05,P4,39.02513885498047,OK,2026-05-08 16:06:00
2026-05-08 16:02:05,P5,35.049110412597656,OK,2026-05-08 16:06:00
2026-05-08 16:02:05,P6,39.17745208740234,OK,2026-05-08 16:06:00
2026-05-08 16:07:07,P1,44.1,OK,2026-05-08 16:07:07
2026-05-08 16:07:07,P2,36.4,OK,2026-05-08 16:07:07
2026-05-08 16:07:07,P3,37.8,OK,2026-05-08 16:07:07
2026-05-08 16:07:07,P4,36.9,OK,2026-05-08 16:07:07
2026-05-08 16:07:07,P5,35.3,OK,2026-05-08 16:07:07
2026-05-08 16:07:07,P6,36.9,OK,2026-05-08 16:07:07
2026-05-08 16:07:49,P1,38.93061065673828,OK,2026-05-08 16:12:00
2026-05-08 16:07:49,P2,39.00223159790039,OK,2026-05-08 16:12:00
2026-05-08 16:07:49,P3,39.33449172973633,OK,2026-05-08 16:12:00
2026-05-08 16:07:49,P4,39.04436492919922,OK,2026-05-08 16:12:00
2026-05-08 16:07:49,P5,34.813682556152344,OK,2026-05-08 16:12:00
2026-05-08 16:07:49,P6,39.0786018371582,OK,2026-05-08 16:12:00
2026-05-08 16:12:50,P1,44.1,OK,2026-05-08 16:12:50
2026-05-08 16:12:50,P2,36.4,OK,2026-05-08 16:12:50
2026-05-08 16:12:50,P3,37.8,OK,2026-05-08 16:12:50
2026-05-08 16:12:50,P4,36.9,OK,2026-05-08 16:12:50
2026-05-08 16:12:50,P5,35.3,OK,2026-05-08 16:12:50
2026-05-08 16:12:50,P6,36.9,OK,2026-05-08 16:12:50
2026-05-08 16:13:32,P1,38.86993789672852,OK,2026-05-08 16:17:00
2026-05-08 16:13:32,P2,38.99169158935547,OK,2026-05-08 16:17:00
2026-05-08 16:13:32,P3,39.24123764038086,OK,2026-05-08 16:17:00
2026-05-08 16:13:32,P4,38.96251678466797,OK,2026-05-08 16:17:00
2026-05-08 16:13:32,P5,34.769100189208984,OK,2026-05-08 16:17:00
2026-05-08 16:13:32,P6,39.028621673583984,OK,2026-05-08 16:17:00
2026-05-08 16:18:33,P1,44.1,OK,2026-05-08 16:18:33
2026-05-08 16:18:33,P2,36.4,OK,2026-05-08 16:18:33
2026-05-08 16:18:33,P3,37.8,OK,2026-05-08 16:18:33
2026-05-08 16:18:33,P4,36.9,OK,2026-05-08 16:18:33
2026-05-08 16:18:33,P5,35.3,OK,2026-05-08 16:18:33
2026-05-08 16:18:33,P6,36.9,OK,2026-05-08 16:18:33
2026-05-08 16:19:14,P1,38.894073486328125,OK,2026-05-08 16:23:00
2026-05-08 16:19:14,P2,39.09232711791992,OK,2026-05-08 16:23:00
2026-05-08 16:19:14,P3,39.21699905395508,OK,2026-05-08 16:23:00
2026-05-08 16:19:14,P4,39.01973342895508,OK,2026-05-08 16:23:00
2026-05-08 16:19:14,P5,34.789424896240234,OK,2026-05-08 16:23:00
2026-05-08 16:19:14,P6,39.04788589477539,OK,2026-05-08 16:23:00
2026-05-08 16:24:16,P1,44.1,OK,2026-05-08 16:24:16
2026-05-08 16:24:16,P2,36.4,OK,2026-05-08 16:24:16
2026-05-08 16:24:16,P3,37.8,OK,2026-05-08 16:24:16
2026-05-08 16:24:16,P4,36.9,OK,2026-05-08 16:24:16
2026-05-08 16:24:16,P5,35.3,OK,2026-05-08 16:24:16
2026-05-08 16:24:16,P6,36.9,OK,2026-05-08 16:24:16
2026-05-08 16:24:57,P1,38.84760284423828,OK,2026-05-08 16:29:00
2026-05-08 16:24:57,P2,39.06715774536133,OK,2026-05-08 16:29:00
2026-05-08 16:24:57,P3,39.18215560913086,OK,2026-05-08 16:29:00
2026-05-08 16:24:57,P4,38.9782829284668,OK,2026-05-08 16:29:00
2026-05-08 16:24:57,P5,34.76213455200195,OK,2026-05-08 16:29:00
2026-05-08 16:24:57,P6,39.02997970581055,OK,2026-05-08 16:29:00
2026-05-08 16:29:59,P1,44.1,OK,2026-05-08 16:29:59
2026-05-08 16:29:59,P2,36.4,OK,2026-05-08 16:29:59
2026-05-08 16:29:59,P3,37.8,OK,2026-05-08 16:29:59
2026-05-08 16:29:59,P4,36.9,OK,2026-05-08 16:29:59
2026-05-08 16:29:59,P5,35.3,OK,2026-05-08 16:29:59
2026-05-08 16:29:59,P6,36.9,OK,2026-05-08 16:29:59
2026-05-08 16:30:41,P1,38.8408317565918,OK,2026-05-08 16:34:00
2026-05-08 16:30:41,P2,39.0604133605957,OK,2026-05-08 16:34:00
2026-05-08 16:30:41,P3,39.19205856323242,OK,2026-05-08 16:34:00
2026-05-08 16:30:41,P4,39.02436065673828,OK,2026-05-08 16:34:00
2026-05-08 16:30:41,P5,34.76377487182617,OK,2026-05-08 16:34:00
2026-05-08 16:30:41,P6,39.05223083496094,OK,2026-05-08 16:34:00
